retailer,store_id,affiliations,name,status,country,state,suburb,postcode,full_address,phone,latitude,longitude,official_url,services,audiology,venue_name,venue_id,location_type,classification_confidence,classification_basis,store_area_sqm,area_measure,area_source,area_date,area_confidence,source_url,fetched_at
OPSM,opsm-1360,,OPSM Fountain Gate Level 1,Active,Australia,VIC,Narre Warren,3805,"Overland Dr Fountain Gate, Narre Warren, VIC, 3805",(03) 9704 9344,-38.01753,145.30145,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Independent / Other optical,independent-other-optical-provision-49367,provision,Vision North Eyecare – Reservoir,Active,Australia,VIC,Reservoir,3073,"301 The Broadway, Reservoir, Victoria, 3073",,-37.717122,145.008378,https://www.provision.com.au/practice/vision-north-reservoir/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.provision.com.au/search-results/,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-2932,,OPSM Rosebud,Active,Australia,VIC,Rosebud,3939,"Boneo Rd & Mccombe St, Rosebud, VIC, 3939",(03) 8354 6290,-38.36139,144.89134,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-7014,,OPSM Wendouree,Active,Australia,VIC,Wendouree,3355,"Gillies St, Wendouree, VIC, 3355",(03) 5338 1831,-37.53425,143.82396,https://www.opsm.com.au/en/opsm-au/find-store,Dry Eye,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-22,,Pacific Werribee,Active,Australia,VIC,Werribee,3030,"Shop 167, Pacific Werribee Derrimut Rd & Heaths Rd, Werribee VIC 3030",03 8763 0234,-37.8759487,144.6781193,https://www.oscarwylee.com.au/locations/locations/optometrist-werribee.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-werribee.html,2026-09-01T07:43:15+00:00
Specsavers,specsavers-3267,,Werribee Pacific,Active,Australia,VIC,Werribee,3030,"Shop 140, Pacific Werribee, Cnr Derrimut & Heaths Rd, Werribee, VIC, 3030",(03) 8742 1623,-37.874714,144.67795,https://www.specsavers.com.au/stores/werribee,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/werribee,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3281,,Wheelers Hill - Brandon Park,Active,Australia,VIC,Wheelers Hill,3150,"SP031 Brandon Park Drive, Wheelers Hill, VIC, 3150",(03) 9562 5311,-37.90538,145.16226,https://www.specsavers.com.au/stores/wheelershill,Optometry; Audiology,true,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.specsavers.com.au/stores/wheelershill,2026-09-01T23:21:29.969Z
Independent / Other optical,independent-other-optical-osm-au-node-12522399957,,B N Optometry,Mapped,Australia,WA,,,Australia,,-32.0549468,115.7464861,https://www.openstreetmap.org/node/12522399957,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12522399957,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11932057273,,Friendlies Eyecare,Mapped,Australia,WA,,,Australia,,-31.9825808,115.7814213,https://www.openstreetmap.org/node/11932057273,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11932057273,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4569988319,,Insight Eye Clinic,Mapped,Australia,WA,,,Australia,,-31.8637517,115.8282582,https://www.openstreetmap.org/node/4569988319,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4569988319,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11397913897,,Laubman & Pank,Mapped,Australia,WA,,,Australia,,-31.8764606,115.7780425,https://www.openstreetmap.org/node/11397913897,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11397913897,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6976079758,,Laubman & Pank,Mapped,Australia,WA,,,Australia,,-35.0186287,117.8817377,https://www.openstreetmap.org/node/6976079758,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6976079758,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-9722108317,,Sigo+,Mapped,Australia,WA,,,Australia,,-32.0579182,115.8800717,https://www.openstreetmap.org/node/9722108317,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/9722108317,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12818357495,,SpecialEyes Optical,Mapped,Australia,WA,,,Australia,,-31.95358,115.85462,https://www.openstreetmap.org/node/12818357495,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12818357495,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-9778461017,,Specs Plus,Mapped,Australia,WA,,,Australia,,-31.9840669,115.9029251,https://www.openstreetmap.org/node/9778461017,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/9778461017,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4197216402,,SpexDesign,Mapped,Australia,WA,,,Australia,,-31.931912,115.8594708,https://www.openstreetmap.org/node/4197216402,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4197216402,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11397913900,,Vision West,Mapped,Australia,WA,,,Australia,,-31.8763318,115.778465,https://www.openstreetmap.org/node/11397913900,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11397913900,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6934750148,,midwest optical,Mapped,Australia,WA,,,Australia,,-28.7746334,114.6076279,https://www.openstreetmap.org/node/6934750148,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6934750148,2026-09-01T07:48:20.085579Z
OPSM,opsm-1306,,OPSM Armadale,Active,Australia,WA,Armadale,6112,"Jull St, Armadale, WA, 6112",(08) 9497 2233,-32.15302,116.01583,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3236,,Armadale,Active,Australia,WA,Armadale,6112,"shop 15/10 Orchard Avenue, Armadale, WA, 6112",(08) 9399 4222,-32.152008,116.015,https://www.specsavers.com.au/stores/armadale,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/armadale,2026-09-01T23:21:29.969Z
OPSM,opsm-4610,,OPSM Busselton Central,Active,Australia,WA,Busselton,6280,"Prince St, Busselton, WA, 6280",(08) 6149 5427,-33.65118,115.3429,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1059,,OPSM Ocean Keys,Active,Australia,WA,Clarkson,6030,"36 Ocean Keys Blvd, Clarkson, WA, 6030",(08) 9407 9166,-31.69123,115.71794,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-2985,,OPSM Cottesloe,Active,Australia,WA,Cottesloe,6011,"Napoleon St, Cottesloe, WA, 6011",(08) 6488 0691,-31.99783,115.76128,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1571,,OPSM Dianella,Active,Australia,WA,Dianella,6059,"Cnr Alexander Dr & Grand Promenade, Dianella, WA, 6059",(08) 9276 4871,-31.89566,115.87183,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1557,,OPSM Ellenbrook,Active,Australia,WA,Ellenbrook,6069,"Cnr Main St & The Promenade, Ellenbrook, WA, 6069",(08) 9296 9400,-31.78222,115.97026,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-148,,Ellenbrook Central,Active,Australia,WA,Ellenbrook,6069,"Ellenbrook Central Shop G-043, 11 Main Street Ellenbrook WA 6069",08 6186 2335,-31.782543914967,115.96946024094,https://www.oscarwylee.com.au/locations/locations/optometrist-ellenbrook.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-ellenbrook.html,2026-09-01T07:43:15+00:00
Specsavers,specsavers-3486,,Ellenbrook Central,Active,Australia,WA,Ellenbrook,6069,"G-087 Ellenbrook Central, Cnr The Promenade & Pinaster Pde, Ellenbrook, WA, 6069",(08) 6296 5588,-31.782362,115.971245,https://www.specsavers.com.au/stores/ellenbrook,Optometry; Audiology,true,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.specsavers.com.au/stores/ellenbrook,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3535,,Geraldton,Active,Australia,WA,Geraldton,6530,"Shop SP024 Stirlings Central, 54 Sanford Street, Geraldton, WA, 6530",(08) 9964 7555,-28.774824,114.61191,https://www.specsavers.com.au/stores/geraldton,Optometry,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/geraldton,2026-09-01T23:21:29.969Z
George & Matilda,george-matilda-439,,George & Matilda Eyecare for Curtis Optometrists,Active,Australia,WA,Greenwood,6024,"9/9 Coolibah Dr, Greenwood, WA, 6024, Australia",(08) 9448 2303,-31.8325044,115.8023686,https://georgeandmatilda.com.au/stores/optometrist-greenwood-wa/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://georgeandmatilda.com.au/find-a-store/,2026-09-02T12:40:25.820359+00:00
Specsavers,specsavers-3579,,Halls Head,Active,Australia,WA,Halls Head,6210,"Shop SP041 & Portion of SP042 Halls Head Central, 14 Guava Way, Halls Head, WA, 6210",(08) 9534 7755,-32.550304,115.70199,https://www.specsavers.com.au/stores/hallshead,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/hallshead,2026-09-01T23:21:29.969Z
OPSM,opsm-1447,,OPSM Whitford City,Active,Australia,WA,Hillarys,6025,"Whitfords Ave & Marmion Ave, Hillarys, WA, 6025",(08) 9307 7960,-31.79707,115.74863,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1361,,OPSM Innaloo,Active,Australia,WA,Innaloo,6018,"Ellen Sterling Boulevard, Innaloo, WA, 6018",(08) 9244 4300,-31.9013,115.79995,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1404,,OPSM Joondalup,Active,Australia,WA,Joondalup,6027,"420 Joondalup Dr, Joondalup, WA, 6027",(08) 9300 0377,-31.7441,115.76621,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-60,,Lakeside Joondalup,Active,Australia,WA,Joondalup,6027,"Shop T007A, Lakeside Shopping City 420 Joondalup Dr Joondalup, WA 6027",08 6209 7966,-31.743391,115.767502,https://www.oscarwylee.com.au/locations/locations/optometrist-joondalup.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-joondalup.html,2026-09-01T07:43:15+00:00
Independent / Other optical,independent-other-optical-osm-au-node-11396192032,,Options Optometrist Karrinyup,Mapped,Australia,WA,Karrinyup,6018,"SP0274A Karrinyup Road, Karrinyup, 6018, Australia",,-31.8770744,115.777965,https://www.openstreetmap.org/node/11396192032,Optical / optician listing,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.openstreetmap.org/node/11396192032,2026-09-01T07:48:20.085579Z
OPSM,opsm-1517,,OPSM Halls Head,Active,Australia,WA,Mandurah,6210,"14 Guava Way, Mandurah, WA, 6210",(08) 9581 2777,-32.54888,115.70342,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3238,,Midland - The Crescent,Active,Australia,WA,Midland,6056,"1 The Crescent, Midland, WA, 6056",(08) 9274 3193,-31.889307,116.00343,https://www.specsavers.com.au/stores/midland,Optometry; Audiology,true,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.specsavers.com.au/stores/midland,2026-09-01T23:21:29.969Z
OPSM,opsm-2280,,OPSM Mirrabooka,Active,Australia,WA,Mirrabooka,6061,"43 Yirrigan Dr, Mirrabooka, WA, 6061",(08) 9344 4344,-31.87051,115.86233,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1369,,OPSM Riverton,Active,Australia,WA,Riverton,6148,"High Rd & Willeri Rd, Riverton, WA, 6148",(08) 9354 1733,-32.03971,115.90569,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-2933,,OPSM Secret Harbour,Active,Australia,WA,Secret Harbour,6173,"Secret Harbour Blvd, Secret Harbour, WA, 6173",(08) 6149 5423,-32.40769,115.75829,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3464,,Spearwood - Phoenix S/C,Active,Australia,WA,Spearwood,6163,"28/254 Rockingham Rd, Spearwood, WA, 6163",(08) 9418 1242,-32.098,115.78342,https://www.specsavers.com.au/stores/spearwood,Optometry; Audiology,true,,,Shopping Centre,High,Official name/address contains shopping-centre evidence,,,,,Unknown,https://www.specsavers.com.au/stores/spearwood,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3644,,Subiaco,Active,Australia,WA,Subiaco,6008,"Shop 13, Rogerson Building, 1 Rokeby Road, Subiaco, WA, 6008",(08) 9335 1165,-31.945864,115.82391,https://www.specsavers.com.au/stores/subiaco,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/subiaco,2026-09-01T23:21:29.969Z
OPSM,opsm-1424,,OPSM Gateways,Active,Australia,WA,Success,6164,"816 Beeliar Dr, Success, WA, 6164",(08) 9498 5855,-32.13112,115.85798,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3234,,Victoria Park Central,Active,Australia,WA,Victoria Park,6100,"Shop SP020 & SP021, Victoria Park Central, 366 Albany Highway, Victoria Park, WA, 6100",(08) 9472 4848,-31.973694,115.89793,https://www.specsavers.com.au/stores/victoriapark,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/victoriapark,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3472,,Wanneroo Central,Active,Australia,WA,Wanneroo,6065,"Shop 24 & 25, Wanneroo Central, Wanneroo Road, Wanneroo, WA, 6065",(08) 9404 8271,-31.75297,115.805084,https://www.specsavers.com.au/stores/wanneroo,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/wanneroo,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3462,,Warwick Grove,Active,Australia,WA,Warwick,6024,"Shop SP010 Warwick Grove, Beach Road, Warwick, WA, 6024",(08) 9203 8300,-31.844387,115.81181,https://www.specsavers.com.au/stores/warwick,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/warwick,2026-09-01T23:21:29.969Z
Independent / Other optical,independent-other-optical-osm-ne-node-1661647029,,Flagstaff Eye Care,Mapped,New Zealand,Waikato,,,New Zealand,,-37.7379241,175.2539866,https://www.openstreetmap.org/node/1661647029,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/1661647029,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-13334828574,,King Country Optometrists,Mapped,New Zealand,Waikato,,,New Zealand,,-38.3333616,175.1641389,https://www.openstreetmap.org/node/13334828574,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/13334828574,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-2879410946,,Paterson Burn,Mapped,New Zealand,Waikato,,,New Zealand,,-37.7512075,175.2782655,https://www.openstreetmap.org/node/2879410946,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2879410946,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-2875412806,,Visique Rototuna Optometrists,Mapped,New Zealand,Waikato,,,New Zealand,,-37.7293656,175.274673,https://www.openstreetmap.org/node/2875412806,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2875412806,2026-09-01T07:48:20.085579Z
OPSM,opsm-nz-1690,,OPSM Hamilton Chartwell,Active,New Zealand,Waikato,Hamilton,3210,"Cnr Comries and Hukanui Rds, Hamilton, WAI, 3210",(07) 854 8348,-37.75132,175.28027,https://www.opsm.co.nz/find-store,"Kids Vision Centre, Collect & Return",false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.co.nz/find-store,2026-09-01T07:42:29+00:00
OPSM,opsm-nz-2956,,OPSM The Base,Active,New Zealand,Waikato,Hamilton,3200,"Cnr Te Rapa Rd & Wairere Dr, Hamilton, WAI, 3200",(07) 929 2081,-37.74886,175.23383,https://www.opsm.co.nz/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.co.nz/find-store,2026-09-01T07:42:29+00:00
Specsavers,specsavers-nz-3845,,"Te Rapa, Te Awa - The Base",Active,New Zealand,Waikato,Hamilton,3200,"Shop 39, The Base, Cnr Te Rapa Road & Wairere Drive, Te Rapa, Hamilton, 3200",07 850 5938,-37.74845,175.23355,https://www.specsavers.co.nz/stores/terapa,Optometry,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.co.nz/stores/terapa,2026-09-01T23:21:29.969Z
Independent / Other optical,independent-other-optical-osm-ne-node-2245512927,,Sangster & Matthews,Mapped,New Zealand,Wellington,,,New Zealand,,-41.2809243,174.7749672,https://matthews.co.nz/branches/wellington/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2245512927,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-6001914682,,Sercombe and Matheson,Mapped,New Zealand,Wellington,,,New Zealand,,-41.2798487,174.7756273,https://www.opticians.co.nz/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6001914682,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-7290149264,,Sercombe and Matheson Opticians,Mapped,New Zealand,Wellington,,,New Zealand,,-41.2814627,174.7777987,https://www.opticians.co.nz/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/7290149264,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-6064972602,,Visique CapitalEyes,Mapped,New Zealand,Wellington,,,New Zealand,,-41.2846481,174.7373587,https://www.capitaleyes.co.nz/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6064972602,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-5903627913,,Woodward Optical,Mapped,New Zealand,Wellington,,,New Zealand,,-41.2821186,174.7756074,https://woodwardoptical.co.nz/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5903627913,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-2582063378,,clear vision,Mapped,New Zealand,Wellington,,,New Zealand,,-41.3116742,174.7789617,https://www.openstreetmap.org/node/2582063378,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2582063378,2026-09-01T07:48:20.085579Z
Specsavers,specsavers-nz-3861,,Masterton,Active,New Zealand,Wellington,Masterton,5810,"Shop 2, 227 Queen St, Masterton, 5810",06 370 1412,-40.951496,175.6594,https://www.specsavers.co.nz/stores/masterton,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.co.nz/stores/masterton,2026-09-01T23:21:29.969Z
OPSM,opsm-nz-1631,,OPSM Coastlands,Active,New Zealand,Wellington,Paraparaumu,5032,"State Hwy 1, Paraparaumu, WLG, 5032",(04) 298 5317,-40.91675,175.00435,https://www.opsm.co.nz/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.co.nz/find-store,2026-09-01T07:42:29+00:00
Specsavers,specsavers-nz-3843,,Lambton Quay - Wellington,Active,New Zealand,Wellington,Wellington,6011,"Shop 2A, 160 Lambton Quay, Wellington, Wellington, 6011",04 471 1069,-41.281353,174.77577,https://www.specsavers.co.nz/stores/wellingtonlambton,Optometry,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.co.nz/stores/wellingtonlambton,2026-09-01T23:21:29.969Z
